ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position
22,simple,,"Mô hình khiên chiến đấu tấn công Iron man dòng Mech Strike",1,0,visible,,"Các siêu anh hùng Avengers cần những vũ khí mạnh mẽ mới nhất để chống lại những kẻ tấn công từ thiên hà. Khi các mối đe dọa đến với thế giới, trẻ em có thể tưởng tượng chúng sẽ trang bị cho Avengers các vũ khí tương ứng với mỗi ""vị khách không mời""!
\n-        Tránh để đồng hồ tiếp xúc với các dung môi (dung dịch chứa cồn và xăng), hóa chất, chất tẩy rửa, chất kết dính hoặc sơn sẽ làm đồng hồ xuống cấp, bị đổi màu hoặc hư hỏng.",,,taxable,,1,,,0,0,,,,,1,,179000,299000,"Đồ thời trang, Đồ thời trang > Đồng hồ",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/wb003_01.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/wb003-black.jpg",,,,,,,,,0
58,simple,,"Đồ chơi lắp ráp Road Rippers-Khủng long và xe chiến đấu",1,0,visible,,"<div class=""content-heading"">
\n<h3 class=""title text-uppercase"">Mô tả sản phẩm</h3>
\n</div>
\n<div id=""attributedescription"" class=""data item content"">
\n<div class=""product attribute description"">
\n<div class=""value"">
\n
\nXuất xứ thương hiệu: Nikko Toys-Hongkong
\n
\nCuộc phiêu lưu giữa biệt đội siêu khủng long và những cỗ xe chiến đấu đang chờ bé đến khám phá.
\n
\nHãy sưu tập trọn bộ 6 nhân vật, hoàn thành kỹ năng lắp ráp và hoán đổi vũ khí chiến đấu để sáng tạo nên câu chuyện kỳ thú nào!!
\n
\nMột hộp sản phẩm bao gồm:
\n
\n- 1 xe chiến đấu
\n
\n- 1 khủng long
\n
\n- Vũ khí chiến đấu
\n
\n- Sticker và giấy hướng dẫn lắp ráp
\n
\nNhựa an toàn với chứng nhận EN71 tự tin cho trẻ cầm nắm và vui chơi
\n
\nNikko Toys là công ty đồ chơi toàn cầu có văn phòng tại Hongkong, Mỹ và châu Âu với cam kết mang lại những gì chất lượng nhất, luôn sáng tạo trong thiết kế và công nghệ.
\n
\n*Giao hàng ngẫu nhiên
\n
\n</div>
\n</div>
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,99000,"Thế giới động vật > Khủng long, Thế giới động vật",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/20070_01.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/20070_02.jpg",,,,,,,,,0
61,simple,,"Đồ Chơi SCHLEICH 15026 Mô Hình Khủng Long Mosasaurus Cho Bé Trên 3 Tuổi",1,0,visible,,"<h2>Đồ Chơi SCHLEICH Mô Hình Khủng Long Mosasaurus 15026</h2>
\nSchleich là thương hiệu đồ chơi đến từ Đức với 80 năm kinh nghiệm trong việc sản xuất các đồ chơi mô hình, nhân vật. Sản phẩm của Schleich được trẻ em, phụ huynh và giáo viên trên 70 quốc gia trên toàn thế giới tin tưởng và sử dụng. Sản phẩm được chứng nhận 2009/48/EC và ED 71 về mức độ an toàn của đồ chơi và tiêu chuẩn đồ chơi quốc tế ASTM F963-2008 nên hoàn toàn không chứa các chất độc hại gây hại cho trẻ. Các nhân vật Schleich được mô phỏng tỉ mỉ đến từng chi tiết, được vẽ bằng tay một cách cẩn thận và mang lại thời gian chơi có giá trị về mặt giáo dục.
\n
\nMosasaurus từ Schleich® DINOSAURS là một loài bò sát thủy sinh lớn sống ở đại dương trong thời kỳ cuối kỷ Phấn trắng. Hàm có thể di chuyển của Mosasaurus từ Schleich® DINOSAURS chứa nhiều răng nhọn. Khi săn những con mồi như cá hoặc rùa, con khủng long mở miệng rất rộng và cắn mạnh xuống. Hình dạng của răng có nghĩa là nó có thể không nhai, và chỉ đơn giản là nuốt. Để thích nghi với môi trường sống, chân trước và chân sau của nó biến đổi thành vây. Nó cũng có một cái vây ở cuối đuôi.",,,taxable,,1,,,0,0,,,,,1,,,749000,"Thế giới động vật > Khủng long, Thế giới động vật",,,http://localhost/ecomshop/wp-content/uploads/2023/11/15026_2_.jpg,,,,,,,,,0
63,simple,,"Đồ Chơi SCHLEICH 70712 Mô Hình Rồng Antylar Cho Bé Trên 3 Tuổi",1,0,visible,,"<h2>Đồ Chơi Mô Hình SCHLEICH Rồng Antylar 70712</h2>
\nSchleich là một thương hiệu đồ chơi đến từ Đức với 80 năm kinh nghiệm trong việc sản xuất các đồ chơi mô hình, nhân vật. Sản phẩm của Schleich được trẻ em, phụ huynh và giáo viên trên 70 quốc gia trên toàn thế giới tin tưởng và sử dụng. Sản phẩm được chứng nhận 2009/48/EC và ED 71 về mức độ an toàn của đồ chơi và tiêu chuẩn đồ chơi quốc tế ASTM F963-2008 nên hoàn toàn không chứa các chất độc hại gây hại cho trẻ. Mỗi sản phẩm của Schleich đều được sơn bằng tay rất tỉ mỉ. Qua nhiều bước phức tạp khác nhau và rất công phu mới có thể sản xuất được một sản phẩm hoàn thiện. Rồng Antylar với đôi cánh xinh đẹp đầy màu sắc đã chờ đợi rất lâu để ôm ấp đứa con của mình. Giờ đây, Antylar có thể cho con mình những giờ vui chơi thả diều và cuối cùng họ cũng có thể cùng nhau trải nghiệm những cuộc phiêu lưu thú vị.
\n
\n<strong>Giá trị mà sản phẩm mang lại:</strong>
\n
\n- Sản phẩm đem đến những khoảnh khắc vui chơi thú vị, bổ ích và vui vẻ
\n
\n- Phát huy trí tưởng tượng và sáng tạo: Từ những nhân vật Schleich, bé có thể tưởng tượng và xây dựng cho mình những câu chuyện bổ ích
\n
\n- Phát triển cảm xúc, tình yêu thương: Việc vui chơi cùng bạn bè hay những người thân trong gia đình sẽ giúp bé hình thành những cảm xúc, tình yêu thương chia sẽ với mọi người. Đồng thời khả năng ngôn ngữ của trẻ được mở rộng giúp việc tương tác, giao tiếp lưu loát và tự tin hơn.",,,taxable,,1,,,0,0,,,,,1,,468000,669000,"Thế giới động vật > Rồng, Thế giới động vật",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/70712_2_.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/rong-anty.jpg",,,,,,,,,0
66,simple,,"Trứng Rồng Huyền Bí",1,0,visible,,"<h2>Đồ Chơi DRAGON Trứng Rồng Huyền Bí 6054907</h2>
\nLấy cảm hứng từ bộ phim hoạt hình thiếu nhi nổi tiếng How To Train Your Dragon – Bí Kiếp Luyện Rồng của hãng phim DreamWorks, bộ sưu tập dàn siêu thú rồng thiêng sở hữu tạo hình tinh xảo nhưng cũng không kém phần dễ thương của loạt phim.
\n
\nCó bao giờ bạn thắc mắc về hình dạng của Toothless, Meatlug, Nightlight, Stormfly khi còn nhỏ?
\n
\nKhông cần tìm kiếm đâu xa các babies rồng ở ngay tại đây với các bạn! Trong chính bộ sưu tập How To Train Your Dragon – Trứng Rồng Huyền Bí. Toothless, Meatlug, Nightlight, Stormfly và nhiều hơn nữa những bé rồng xinh xắn tinh nghịch đang chờ được bạn đón về nhà đấy! Cùng tạo dựng nên bộ Bí Kiếp Luyện Rồng của riêng mình thôi nào!
\n
\nLưu ý: Sản phẩm sẽ được giao hàng ngẫu nhiên
\n
\nBộ sưu tập gồm 8 nhân vật
\n
\nHOW TO TRAIN YOUR DRAGON là loạt phim hoạt hình ăn khách mang đầy tính giáo dục cho trẻ về lòng vị tha, tình yêu thương và sự sẻ chia của hãng phim DreamWorks. Bộ phim kể về sự chuyển hóa yêu thương giữa con người và động vật, cho trẻ những bài học nhân văn sâu sắc về tình bạn bè thân thiết, tình cảm gia đình chan hòa cũng như sự bao dung, tha thứ. Sản phẩm được sản xuất theo bản quyền hình ảnh được cung cấp cho Spin Master.",,,taxable,,1,,,0,0,,,,,1,,132000,189000,"Thế giới động vật > Rồng, Thế giới động vật",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/6054907_1.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/6054907_2.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/6054907_3.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/6054907_4.jpg",,,,,,,,,0
71,simple,,"Đồ Chơi SCHLEICH 14841 Mô Hình Chim Cánh Cụt Hoàng Gia Cho Bé Trên 3 Tuổi",1,0,visible,,"<h2>Đồ Chơi SCHLEICH Mô Hình Chim Cánh Cụt Hoàng Gia 14841</h2>
\nSchleich là một thương hiệu đồ chơi đến từ Đức với 80 năm kinh nghiệm trong việc sản xuất các đồ chơi mô hình, nhân vật. Sản phẩm của Schleich được trẻ em, phụ huynh và giáo viên trên 70 quốc gia trên toàn thế giới tin tưởng và sử dụng. Sản phẩm được chứng nhận 2009/48/EC và ED 71 về mức độ an toàn của đồ chơi và tiêu chuẩn đồ chơi quốc tế ASTM F963-2008 nên hoàn toàn không chứa các chất độc hại gây hại cho trẻ. Mỗi sản phẩm của Schleich đều được sơn bằng tay rất tỉ mỉ. Qua nhiều bước phức tạp khác nhau và rất công phu mới có thể sản xuất được một sản phẩm hoàn thiện. Chim cánh cụt hoàng đế là loại chim lớn nhất và nặng nhất trong số tất cả những loài chim cánh cụt sống và đặc hữu ở Châu Nam Cực. Con trống và con mái có bộ lông và kích thước tương tự nhau, cân nặng từ 22 đến 45 kg. Đầu và lưng chúng màu đen, bụng và chân màu trắng, ngực màu vàng nhạt và tai màu vàng tươi, cơ thể thuôn dài. Chim cánh cụt không biết bay, có đôi cánh nhỏ và dẹt cùng chân chèo thích nghi với môi trường nước. Thức ăn thường ngày của chim cánh cụt hoàng đế là cá, nhưng đôi khi chúng cũng ăn động vật giáp xác, các loài nhuyễn thể, động vật thân mềm và mực. Chim cánh cụt Hoàng đế không xây tổ, thay vào đó chúng ấp trực tiếp trên băng, con mái sẽ đẻ ra một quả trứng duy nhất, con trống sẽ lo việc ấp trứng, còn con mái ra biển kiếm mồi. Sau đó, con trống và con mái thay nhau tìm kiếm thức ăn ngoài biển và chăm sóc cho cánh cụt con ở nơi sinh sản.
\n
\n<strong>Giá trị mà sản phẩm mang lại:</strong>
\n
\n- Sản phẩm Schleich giúp bé hình dung ra những loài động vật y như ngoài thực tế.
\n
\n- Đem đến những khoảnh khắc vui chơi thú vị, bổ ích và vui vẻ
\n
\nPhát triển nhận thức: Với mô hình động vật Schleich bé có thể biết được tên, đặc điểm hay môi trường sống của các loài động vật
\n
\n- Phát huy trí tưởng tượng và sáng tạo: Từ những loài động vật, bé có thể tưởng tượng và xây dựng cho mình những câu chuyện bổ ích
\n
\n- Phát triển cảm xúc, tình yêu thương: Việc vui chơi cùng bạn bè hay những người thân trong gia đình sẽ giúp bé hình thành những cảm xúc, tình yêu thương chia sẽ với mọi người. Đồng thời khả năng ngôn ngữ của trẻ được mở rộng giúp việc tương tác, giao tiếp lưu loát và tự tin hơn.",,,taxable,,1,,,0,0,,,,,1,,,199000,"Thế giới động vật > Động vật hoang dã, Thế giới động vật",,,http://localhost/ecomshop/wp-content/uploads/2023/11/14841_1_.jpg,,,,,,,,,0
73,simple,,"Đồ Chơi SCHLEICH 14824 Mô Hình Rùa Cạn Khổng Lồ Cho Bé Trên 3 Tuổi",1,0,visible,,"Schleich là thương hiệu đồ chơi đến từ Đức với 80 năm kinh nghiệm trong việc sản xuất các đồ chơi mô hình, nhân vật. Sản phẩm của Schleich được trẻ em, phụ huynh và giáo viên trên 70 quốc gia trên toàn thế giới tin tưởng và sử dụng. Sản phẩm được chứng nhận 2009/48/EC và ED 71 về mức độ an toàn của đồ chơi và tiêu chuẩn đồ chơi quốc tế ASTM F963-2008 nên hoàn toàn không chứa các chất độc hại gây hại cho trẻ. Rùa khổng lồ có kích thước lớn và có thể nặng trên 400 kg. Chúng có đôi chân ngắn nhưng mạnh mẽ, chúng sử dụng để di chuyển để tìm kiếm cỏ tươi và thảo mộc. Các loài bò sát có thể đạt đến độ tuổi ấn tượng và thường sống hơn 100 năm trong tự nhiên.",,,taxable,,1,,,0,0,,,,,1,,125000,179000,"Thế giới động vật > Động vật hoang dã, Thế giới động vật",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/14824_1_.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/14824_2_.jpg",,,,,,,,,0
76,simple,,"Combo Búp bê nghề nghiệp BARBIE kỉ niệm 60 năm - Cầu thủ đá",1,0,visible,,"<h2>Đồ Chơi Combo Búp Bê Nghề Nghiệp Barbie Kỉ Niệm 60 Năm - Cầu Thủ Đá BARBIE CBGFX26</h2>
\nCombo BARBIE búp bê nghề nghiệp kỉ niệm 60 năm - Cầu thủ đá bóng GFX26/GFX23 mô phỏng việc búp bê Barbie® đã giành được huy chương đầu tiên vào năm 1975 và đã thắng lớn kể từ đó. Thi đấu một lần nữa, cô ấy thể hiện sức mạnh và sự nhanh nhẹn, ghi bàn cho các cô gái trên toàn thế giới. Hãy cùng sút bóng vào cầu môn cùng với Búp bê cầu thủ bóng đá Barbie®!
\n
\nBúp bê cầu thủ đá bóng Barbie® với vẻ ngoài chuyên nghiệp với phụ kiện theo chủ đề. Các bé gái có thể thỏa sức khám phá và thu thập tất cả búp bê và đồ chơi nghề nghiệp Barbie®. Tất cả có một bản lý lịch kéo dài 60 năm và hơn 200 nghề!
\n
\nSản phẩm búp bê nghề nghiệp Cầu thủ đá bóng có các đặc điểm nổi bật sau:
\n
\nĐồng phục bóng đá màu hồng và đen của cô ấy được trang trí với sọc trắng và số của đội - ""59."", đặc biệt sẽ trở thành món thiết kế tinh xảo và bắt mắt với các em nhỏ
\nVớ màu vàng sọc và giày thể thao màu trắng đảm bảo rằng búp bê Barbie® của cầu thủ bóng đá đã sẵn sàng chạy trên sân, và một chiếc băng đô màu hồng giúp giữ tóc đuôi ngựa của cô ấy khi cô ấy làm vậy.
\nBộ mô hình được làm từ nhựa cao cấp không chứa chất độc hại, an toàn cho sức khỏe của trẻ.
\nChơi với búp bê nghề nghiệp Barbie phi hành gia giúp trẻ phát triển tư duy và khả năng kích thích trí sáng tạo cùng trí thông minh phong phú hơn.
\nBa mẹ có thể cùng vui chơi và hướng dẫn cho bé cách phát triển cách chơi đóng vai đúng cách, giúp bé kích thích trí tưởng tượng và phát triển thông minh hơn.
\nSản phẩm phù hợp với các bé từ 3 tuổi trở lên
\n
\nNgoài ra, sản phẩm còn được tặng kèm 1 bộ đồ Hello Kitty giao hàng ngẫu nhiên
\n
\n<strong>Vài nét về thương hiệu đồ chơi:</strong>
\n
\nBarbie được ra đời từ năm 1959, với 60 năm phát triển, Barbie là Thương hiệu đồ chơi duy nhất trên thế giới truyền cảm ứng cho các bé gái tự tin vào chính mình và trở thành bất cứ ai mà bé mong muốn. Hiện nay Barbie đã có hơn 200 nghề nghiệp. Ngoài ra, Barbie còn trân trọng màu da, tôn giáo, sắc tộc, cơ thể bằng việc búp bê không theo một hình dáng chuẩn nào, giúp các bé yêu thương bản thân mình hơn. Không chỉ đơn thuần là chơi búp bê, mà thông qua việc chơi, các bé thật ra đang chuẩn bị cho tương lai của mình. Barbie khuyến khích các bé thỏa trí tưởng tượng, tích cực khám phá và thể hiện cảm xúc. Barbie được thiết kế lấy cảm hứng từ những nhân vật nổi tiếng, cũng như là kết hợp với các nhãn hàng nổi tiếng trên thế giới (Barbie sẽ được mặc quần áo của các nhãn hàng thiết kế nổi tiếng).",,,taxable,,1,,,0,0,,,,,1,,200000,399000,"Búp bê, Búp bê > Búp bê nghề nghiệp",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/gfx26-gfx23.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/cbgfx26_1.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/cbgfx26_2.jpg",,,,,,,,,0
80,simple,,"Búp bê nghề nghiệp BARBIE kỉ niệm 60 năm - Phi công",1,0,visible,,"<p dir=""ltr""><strong>Đồ Chơi BARBIE Búp Bê Nghề Nghiệp Barbie Kỉ Niệm 60 Năm - Phi Công GFX25/GFX23 </strong></p>
\n
\n<h2></h2>
\n<p dir=""ltr""><strong>Đồ chơi BARBIE búp bê nghề nghiệp kỉ niệm 60 năm - Phi công GFX25/GFX23</strong> mô phỏng việc cô nàng Barbie® chuẩn bị cho việc cất cánh. Hiện nay có rất ít phụ nữ ngồi trên ghế phi công do đó để kỷ niệm sự nghiệp này, cô ấy bắt đầu một cuộc phiêu lưu mới, cho các cô gái thấy bầu trời là giới hạn!</p>
\n
\n<h2></h2>
\n<p dir=""ltr"">Búp bê phi công Barbie® chụp bầu trời với vẻ ngoài chuyên nghiệp với phụ kiện theo chủ đề. Các bé gái có thể thỏa sức khám phá và thu thập tất cả búp bê và đồ chơi nghề nghiệp Barbie®. Tất cả có một bản lý lịch kéo dài 60 năm và hơn 200 nghề!</p>
\n
\n<h2></h2>
\n<p dir=""ltr"">Sản phẩm<strong> búp bê nghề nghiệp </strong>Phi công GFX25/GFX23 có các đặc điểm nổi bật sau:</p>
\n
\n<h2></h2>
\n<ul>
\n 	<li>Bộ đồ đồng phục phi công màu xanh của cô ấy được trang trí với các chi tiết bao gồm phù hiệu và cà vạt màu hồng, đặc biệt sẽ trở thành món thiết kế tinh xảo và bắt mắt với các em nhỏ</li>
\n 	<li>Búp bê phi công Barbie® chụp cho các ngôi sao với vẻ ngoài chuyên nghiệp. Nhờ đó, bé có thể tha hồ khám phá và chơi tưởng tượng không giới hạn cùng bạn bè.</li>
\n 	<li>Mũ phi công phù hợp và đôi ủng màu đen đảm bảo búp bê Barbie® của phi công luôn sẵn sàng để giúp trí tưởng tượng bay bổng trong giờ chơi!</li>
\n 	<li>Bộ mô hình được làm từ nhựa cao cấp không chứa chất độc hại, an toàn cho sức khỏe của trẻ.</li>
\n 	<li>Chơi với búp bê nghề nghiệp Phi công giúp trẻ phát triển tư duy và khả năng kích thích trí sáng tạo cùng trí thông minh phong phú hơn.</li>
\n 	<li>Ba mẹ có thể cùng vui chơi và hướng dẫn cho bé cách phát triển cách chơi búp bê đóng vai đúng cách và giúp bé kích thích trí tưởng tượng và phát triển thông minh hơn.</li>
\n</ul>
\n<h2><img src=""https://u6wdnj9wggobj.vcdn.cloud/media/wysiwyg/content/GFX23_GFX25_1.jpg"" width=""600"" height=""600"" /></h2>
\n<p dir=""ltr""><strong>Búp bê nghề nghiệp Barbie kỉ niệm 60 năm - Phi Công GFX25/GFX23</strong> gồm có:</p>
\n
\n<h2></h2>
\n<ul>
\n 	<li>01 búp bê Barbie với bộ đồ phi công màu xanh kèm phù hiệu và cà vạt hồng</li>
\n 	<li>Mũ phi công màu xanh</li>
\n 	<li>Đôi ủng màu đen</li>
\n</ul>
\n<h2></h2>
\n<p dir=""ltr""><strong>Vài nét về thương hiệu đồ chơi:</strong></p>
\n
\n<h2></h2>
\n<p dir=""ltr"">Barbie được ra đời từ năm 1959, với 60 năm phát triển, Barbie là Thương hiệu đồ chơi duy nhất trên thế giới truyền cảm ứng cho các bé gái tự tin vào chính mình và trở thành bất cứ ai mà bé mong muốn. Hiện nay Barbie đã có hơn 200 nghề nghiệp. Ngoài ra, Barbie còn trân trọng màu da, tôn giáo, sắc tộc, cơ thể bằng việc búp bê không theo một hình dáng chuẩn nào, giúp các bé yêu thương bản thân mình hơn. Không chỉ đơn thuần là chơi búp bê, mà thông qua việc chơi, các bé thật ra đang chuẩn bị cho tương lai của mình. Barbie khuyến khích các bé thỏa trí tưởng tượng, tích cực khám phá và thể hiện cảm xúc. Barbie được thiết kế lấy cảm hứng từ những nhân vật nổi tiếng, cũng như là kết hợp với các nhãn hàng nổi tiếng trên thế giới (Barbie sẽ được mặc quần áo của các nhãn hàng thiết kế nổi tiếng).</p>",,,taxable,,1,,,0,0,,,,,1,,200000,399000,"Búp bê, Búp bê > Búp bê nghề nghiệp",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/GFX23_GFX25_1.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/GFX23_GFX25_2.jpg",,,,,,,,,0
83,simple,,"Thiên thần bay Hatchimals Pha Lê Lấp Lánh HATCHIMALS 6067590",1,0,visible,,"<h2>Đồ Chơi Thiên Thần Bay Pha Lê Lấp Lánh HATCHIMALS 6067590</h2>
\nThiên thần bay Hatchimals Crystal Flyer Pha Lê Lấp Lánh. Nàng tiên Hatchimals đại diện cho sự tỏa sáng vô cùng xinh đẹp. Với cảm ứng chuyển động cải tiến cho phép cô nàng Pixie bay lượn theo bàn tay bé. Từ đó, cùng nhau biên đạo ra những vũ khúc thiên không hoàn mỹ nhất. Sản phẩm tặng kèm cáp sạc usb.
\n
\nHatchimals là thế giới của những điều kỳ diệu, nơi cư trú của vô số loài sinh vật phép thuật khác nhau. Đảo Quốc Hatchotopia là thủ phủ của thế giới màu nhiệm này. Nơi sản sinh ra vô vàn những câu chuyện cổ tích lấp lánh sắc màu thần tiên nhưng cũng mang đến nhiều bài học triết lý về tình bạn, tình thân, sự tương thân tương ái, tinh thần đoàn kết… giúp bé có thêm nhiều giây phút thư giãn bổ ích.",,,taxable,,1,,,0,0,,,,,1,,,1169000,"Búp bê, Búp bê > Búp bê biết bay",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/6067590_1_.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/6067590_2_.jpg",,,,,,,,,0
86,simple,,"Thiên thần bay Hatchimals Pixies ngôi sao ca nhạc",1,0,visible,,"<h2>Đồ Chơi HATCHIMALS Thiên Thần Bay Pixies Ngôi Sao Ca Nhạc 6061661</h2>
\nBạn có bao giờ ước Hatchimals có thế bay chưa? Không để các bạn đợi lâu hơn nữa, thiên thần bay Hatchimals Pixies đã chính thức xuất hiện và mong đợi bạn khám phá. Bên trong mỗi quả trứng pha lê tuyệt đẹp là 1 bạn thiên thần Pixies trưởng thành với đôi cánh lấp lánh cùng thiết kế thời thượng độc đáo.
\n
\nGiờ thì hãy gỡ vỏ trứng và bắt đầu sạc cho Pixies đến khi đầy pin để bắt đầu những trải nghiệm bay thú vị. Bật công tắc bên dưới váy và bắt đầu quan sát nhưng đôi cánh hoạt động nhé. Pixies sẽ chuyển động dần đôi cánh và bay lên theo sự hướng dẫn của bạn. Với trang bị cảm biến hỗ trợ, thiên thần bay Pixies dễ dàng nhận biết tay bạn để từ đó có thể bay theo. Chỉ cần di chuyển tay lên xuống, Pixies cũng theo đó mà điều chỉnh tầm bay tạo thành những bản khiểu vũ trên không tuyệt đẹp. Bạn cũng có thể dễ dàng điều chỉnh tầm bay bằng cách nắm lấy phần chân Pixies và di chuyển. Bạn cũng không cần quá lo lắng về độ an toàn của thiên thần bay Pixies đâu vì mỗi khi chạm phải chướng ngại vật thì Pixies sẽ lập tức ngừng bay. Khi không muốn Pixies bay nữa, bạn có thể đặt em ấy trở lại trong trứng để có thể chơi sau.
\n
\nThiên thần bay Pixies phiên bản ngôi sao ca nhạc mới với màu xanh ánh kim bắt mắt sẽ khiến bạn thích mê. Hãy cùng thiên thần bay Pixies vẽ nên những phép thuật nhiệm màu.
\n
\nSản phẩm bao gồm:
\n<ul>
\n 	<li>1 thiên thần bay Pixies,</li>
\n 	<li>1 vỏ trứng pha lê trong suốt,</li>
\n 	<li>1 cáp sạc USB kết nối máy tính</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,1099000,"Búp bê, Búp bê > Búp bê biết bay",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/6061661_2_.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/6061661_1_.jpg",,,,,,,,,0
89,simple,,"Giỏ trứng Hatchimals Water Hatch HATCHIMALS 6068066",1,0,visible,,"<h2>Đồ Chơi Giỏ Trứng Hatchimals Water Hatch HATCHIMALS 6068066</h2>
\nGiỏ trứng Hatchimals Water Hatch hoàn toàn mới. Với thiết kế mới và khả năng ấp trứng đặc biệt. bên trong mỗi trái trứng là một bé Hatchimals siêu đáng yêu, đi kèm với đó là 1 chiếc giỏ xinh xắn, các phụ kiện dễ thương như bình sữa, núm vú,…
\nCách chơi :
\n1. Tháo bỏ núm vú trên trái trứng
\n2. Bơm nước vào bình sữa
\n3. Cho trứng Hatchimals uống nước
\n4. Quan sát trứng tự nở siêu kỳ diệu
\n5. Cùng chơi với bé Hatchimals vừa nở ra thôi nào
\nBộ sản phẩm gồm :
\n• 3 trứng Hatchimals phiên bản Water Hatch
\n• Giỏ trứng
\n• Bình nước
\n• Phụ kiện đáng yêu
\nHatchimals là thế giới của những điều kỳ diệu, nơi cư trú của vô số loài sinh vật phép thuật khác nhau. Nơi sản sinh ra vô vàn những câu chuyện cổ tích lấp lánh sắc màu thần tiên nhưng cũng mang đến nhiều bài học triết lý về tình bạn, tình thân, sự tương thân tương ái, tinh thần đoàn kết… Với bộ trò chơi này bé có thể tự sáng tạo ra những câu chuyện riêng của mình, từ đó có thể vui chơi cùng với bạn bè hoặc anh chị, giúp bé có thêm nhiều giây phút thư giãn bổ ích.",,,taxable,,1,,,0,0,,,,,1,,,659000,"Búp bê, Búp bê > Búp bê baby",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/6068066_1_.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/6068066_3_.jpg",,,,,,,,,0
92,simple,,"Nhân vật Gabby bất ngờ GABBY DOLLHOUSE 6060455",1,0,visible,,"<h2>Đồ Chơi Nhân Vật Gabby Bất Ngờ GABBY DOLLHOUSE 6060455 - Giao hàng ngẫu nhiên</h2>
\nTrong mỗi chiếc hộp xinh xắn bé yêu có thể sở hữu 1 trong 12 nhân vật bất ngờ từ phim ngôi nhà búp bê Gabby, mỗi nhân vật được đựng trong 1 chiếc hộp giống như ngôi nhà búp bê, các nhân vật được để trên 1 chiếc đế đứng vững hơn.
\n
\n<img class=""img-responsive"" src=""https://u6wdnj9wggobj.vcdn.cloud/media/wysiwyg/content/5_7.jpg"" width=""1000"" height=""600"" />
\n
\nBộ đồ chơi sẽ là món quà tuyệt vời dành tặng bé yêu, giúp bé tưởng tượng tạo ra những cuộc phiêu lưu bất tận trong thế giới ngôi nhà búp bê của Gabby.
\nBộ đồ chơi gồm: 1 tượng nhân vật ngẫu nhiên được đặt chiếc đế vững vàng, 1 hộp đồ chơi hình ngôi nhà.
\nĐộ tuổi khuyến nghị: 3 tuổi +
\n***Gabby’s Dollhouse là phim hoạt hình nổi tiếng dành cho bé gái, kể về Gabby và những người bạn mèo, mỗi tập phim là một thử thách tuyệt vời và mới mẻ. Phim được chiếu trên Netflix và SeeTV (theo dõi facebook Mykingdom để nhận thông báo lịch chiếu phim mới nhất).",,,taxable,,1,,,0,0,,,,,1,,,129000,"Búp bê, Búp bê > Búp bê baby",,,"http://localhost/ecomshop/wp-content/uploads/2023/11/6060455_copy_2.jpg, http://localhost/ecomshop/wp-content/uploads/2023/11/6060455_copy_3.jpg",,,,,,,,,0
